requisition_number,requisition_line_id,item,quantity,uom,destination_type_code,need_by_date,organization_id,po_number,so_number,requested_by_user_id,req_status,priority_code,creation_date,route,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
REQ-0000082,900564,ITEM-00292,20,CT,EXPENSE,2025-06-18,101,PO-0000155,,U299KY,REQUIRES REAPPROVAL,STD,2025-08-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000082 for 20 ITEM-00292s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000334,900565,ITEM-00052,149,CT,EXPENSE,2025-07-07,201,PO-0000027,,42EX1K,REQUIRES REAPPROVAL,STD,2025-07-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000334 for 149 ITEM-00052s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000298,900566,ITEM-00211,191,CT,EXPENSE,2025-06-17,201,PO-0000052,,0D1I42,IN PROCESS,STD,2025-09-17,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000298 for 191 ITEM-00211s from WH 201 Status: IN PROCESS. Need-by: 2025-06-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000434,900567,ITEM-00114,33,PK,EXPENSE,2025-09-18,301,PO-0000042,,3O347X,REQUIRES REAPPROVAL,STD,2025-08-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000434 for 33 ITEM-00114s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000044,900568,ITEM-00178,33,EA,INVENTORY,2025-09-23,103,PO-0000002,,89SLY9,IN PROCESS,LOW,2025-07-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000044 for 33 ITEM-00178s from WH 103 Status: IN PROCESS. Need-by: 2025-09-23. Delay: no delay. Destination: INVENTORY.,
REQ-0000577,900569,ITEM-00236,68,EA,INVENTORY,2025-07-28,102,,SO-0000111,HDBABW,REJECTED,STD,2025-09-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000577 for 68 ITEM-00236s from WH 102 Status: REJECTED. Need-by: 2025-07-28. Delay: no delay. Destination: INVENTORY.,
REQ-0000014,900570,ITEM-00297,68,CT,INVENTORY,2025-09-08,102,,SO-0000015,4W5Z6T,IN PROCESS,STD,2025-09-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000014 for 68 ITEM-00297s from WH 102 Status: IN PROCESS. Need-by: 2025-09-08. Delay: no delay. Destination: INVENTORY.,
REQ-0000322,900571,ITEM-00247,92,PK,SHOP FLOOR,2025-06-26,103,PO-0000239,,TVVA3K,APPROVED,URGENT,2025-06-22,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000322 for 92 ITEM-00247s from WH 103 Status: APPROVED. Need-by: 2025-06-26. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000077,900572,ITEM-00090,108,CT,INVENTORY,2025-07-13,102,,SO-0000034,V83M43,REJECTED,URGENT,2025-08-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000077 for 108 ITEM-00090s from WH 102 Status: REJECTED. Need-by: 2025-07-13. Delay: no delay. Destination: INVENTORY.,
REQ-0000648,900573,ITEM-00091,90,PK,SHOP FLOOR,2025-10-09,201,PO-0000236,,VFUOWD,IN PROCESS,STD,2025-10-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000648 for 90 ITEM-00091s from WH 201 Status: IN PROCESS. Need-by: 2025-10-09. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000216,900574,ITEM-00268,114,PK,EXPENSE,2025-08-11,102,PO-0000008,,QQK3UG,REQUIRES REAPPROVAL,STD,2025-08-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000216 for 114 ITEM-00268s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-11. Delay: no delay. Destination: EXPENSE.,
REQ-0000629,900575,ITEM-00232,154,PK,SHOP FLOOR,2025-06-20,102,PO-0000023,,2OQ3H4,REJECTED,LOW,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000629 for 154 ITEM-00232s from WH 102 Status: REJECTED. Need-by: 2025-06-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000351,900576,ITEM-00118,123,PK,SHOP FLOOR,2025-07-10,201,,SO-0000098,4WF21N,APPROVED,URGENT,2025-07-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000351 for 123 ITEM-00118s from WH 201 Status: APPROVED. Need-by: 2025-07-10. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000091,900577,ITEM-00200,166,BX,EXPENSE,2025-10-13,201,PO-0000118,,WM11FT,APPROVED,URGENT,2025-07-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000091 for 166 ITEM-00200s from WH 201 Status: APPROVED. Need-by: 2025-10-13. Delay: no delay. Destination: EXPENSE.,
REQ-0000041,900578,ITEM-00280,109,CT,INVENTORY,2025-07-17,201,,SO-0000001,NN9C9T,APPROVED,URGENT,2025-08-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000041 for 109 ITEM-00280s from WH 201 Status: APPROVED. Need-by: 2025-07-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000344,900579,ITEM-00232,120,PK,EXPENSE,2025-05-24,201,,SO-0000139,OOC6GY,IN PROCESS,LOW,2025-09-14,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000344 for 120 ITEM-00232s from WH 201 Status: IN PROCESS. Need-by: 2025-05-24. Delay: no delay. Destination: EXPENSE.,
REQ-0000369,900580,ITEM-00237,9,BX,INVENTORY,2025-06-18,301,,SO-0000132,0783G3,IN PROCESS,LOW,2025-09-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000369 for 9 ITEM-00237s from WH 301 Status: IN PROCESS. Need-by: 2025-06-18. Delay: no delay. Destination: INVENTORY.,
REQ-0000389,900581,ITEM-00225,51,BX,SHOP FLOOR,2025-04-21,102,PO-0000042,,Q6SXOV,IN PROCESS,STD,2025-10-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000389 for 51 ITEM-00225s from WH 102 Status: IN PROCESS. Need-by: 2025-04-21. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000399,900582,ITEM-00275,153,EA,EXPENSE,2025-09-15,103,PO-0000263,,B38WJH,REJECTED,URGENT,2025-07-24,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000399 for 153 ITEM-00275s from WH 103 Status: REJECTED. Need-by: 2025-09-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000542,900583,ITEM-00291,90,EA,EXPENSE,2025-06-30,101,,SO-0000069,CAW58K,APPROVED,URGENT,2025-07-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000542 for 90 ITEM-00291s from WH 101 Status: APPROVED. Need-by: 2025-06-30. Delay: no delay. Destination: EXPENSE.,
REQ-0000173,900584,ITEM-00278,27,CT,SHOP FLOOR,2025-07-16,301,,SO-0000019,IPVAHL,IN PROCESS,STD,2025-08-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000173 for 27 ITEM-00278s from WH 301 Status: IN PROCESS. Need-by: 2025-07-16. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000140,900585,ITEM-00049,195,BX,SHOP FLOOR,2025-07-03,201,,SO-0000138,XXANFA,IN PROCESS,LOW,2025-08-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000140 for 195 ITEM-00049s from WH 201 Status: IN PROCESS. Need-by: 2025-07-03. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000609,900586,ITEM-00005,74,PK,EXPENSE,2025-07-04,102,PO-0000016,,KT09U0,IN PROCESS,LOW,2025-06-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000609 for 74 ITEM-00005s from WH 102 Status: IN PROCESS. Need-by: 2025-07-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000620,900587,ITEM-00049,106,EA,SHOP FLOOR,2025-09-03,201,PO-0000155,,I4MAX8,REJECTED,LOW,2025-08-31,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000620 for 106 ITEM-00049s from WH 201 Status: REJECTED. Need-by: 2025-09-03. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000508,900588,ITEM-00205,147,EA,INVENTORY,2025-08-08,102,,SO-0000061,UJ92I4,APPROVED,STD,2025-08-04,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000508 for 147 ITEM-00205s from WH 102 Status: APPROVED. Need-by: 2025-08-08. Delay: no delay. Destination: INVENTORY.,
REQ-0000434,900589,ITEM-00261,198,CT,EXPENSE,2025-06-06,102,,SO-0000016,3O347X,REQUIRES REAPPROVAL,STD,2025-08-07,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000434 for 198 ITEM-00261s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000637,900590,ITEM-00173,153,PK,EXPENSE,2025-06-10,102,PO-0000060,,5IXPJY,REQUIRES REAPPROVAL,STD,2025-07-08,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000637 for 153 ITEM-00173s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000280,900591,ITEM-00154,51,PK,EXPENSE,2025-08-09,201,PO-0000250,,4YZ8I2,APPROVED,URGENT,2025-09-22,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000280 for 51 ITEM-00154s from WH 201 Status: APPROVED. Need-by: 2025-08-09. Delay: no delay. Destination: EXPENSE.,
REQ-0000524,900592,ITEM-00287,187,PK,EXPENSE,2025-06-19,201,,SO-0000127,JMWJG4,APPROVED,STD,2025-10-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000524 for 187 ITEM-00287s from WH 201 Status: APPROVED. Need-by: 2025-06-19. Delay: no delay. Destination: EXPENSE.,
REQ-0000090,900593,ITEM-00218,52,CT,EXPENSE,2025-09-27,301,,SO-0000113,5ZYLZT,APPROVED,URGENT,2025-10-01,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000090 for 52 ITEM-00218s from WH 301 Status: APPROVED. Need-by: 2025-09-27. Delay: no delay. Destination: EXPENSE.,
REQ-0000126,900594,ITEM-00004,65,PK,INVENTORY,2025-08-22,103,,SO-0000097,VPH981,IN PROCESS,STD,2025-08-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000126 for 65 ITEM-00004s from WH 103 Status: IN PROCESS. Need-by: 2025-08-22. Delay: no delay. Destination: INVENTORY.,
REQ-0000624,900595,ITEM-00042,23,CT,EXPENSE,2025-07-09,301,PO-0000215,,PSM3QZ,REJECTED,URGENT,2025-10-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000624 for 23 ITEM-00042s from WH 301 Status: REJECTED. Need-by: 2025-07-09. Delay: no delay. Destination: EXPENSE.,
REQ-0000700,900596,ITEM-00109,93,EA,SHOP FLOOR,2025-08-31,301,PO-0000132,,UNA91H,REQUIRES REAPPROVAL,STD,2025-06-24,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000700 for 93 ITEM-00109s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-31. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000364,900597,ITEM-00242,98,PK,SHOP FLOOR,2025-08-12,101,PO-0000119,,1CNRSV,REJECTED,STD,2025-10-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000364 for 98 ITEM-00242s from WH 101 Status: REJECTED. Need-by: 2025-08-12. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000630,900598,ITEM-00286,106,BX,EXPENSE,2025-06-12,201,,SO-0000041,AP7XS5,APPROVED,URGENT,2025-09-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000630 for 106 ITEM-00286s from WH 201 Status: APPROVED. Need-by: 2025-06-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000589,900599,ITEM-00248,170,PK,SHOP FLOOR,2025-06-15,103,,SO-0000072,57L4FI,APPROVED,URGENT,2025-06-28,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000589 for 170 ITEM-00248s from WH 103 Status: APPROVED. Need-by: 2025-06-15. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000377,900600,ITEM-00002,198,PK,SHOP FLOOR,2025-09-06,101,PO-0000088,,TTDN4C,REJECTED,LOW,2025-10-17,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000377 for 198 ITEM-00002s from WH 101 Status: REJECTED. Need-by: 2025-09-06. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000144,900601,ITEM-00039,196,EA,EXPENSE,2025-09-10,201,,SO-0000018,T6BLGF,IN PROCESS,STD,2025-09-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000144 for 196 ITEM-00039s from WH 201 Status: IN PROCESS. Need-by: 2025-09-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000482,900602,ITEM-00036,91,CT,SHOP FLOOR,2025-09-10,103,,SO-0000129,3EXNSL,REQUIRES REAPPROVAL,LOW,2025-08-18,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000482 for 91 ITEM-00036s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-10. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000439,900603,ITEM-00237,67,BX,INVENTORY,2025-05-28,103,,SO-0000073,H7PZY3,APPROVED,URGENT,2025-08-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000439 for 67 ITEM-00237s from WH 103 Status: APPROVED. Need-by: 2025-05-28. Delay: no delay. Destination: INVENTORY.,
REQ-0000522,900604,ITEM-00283,124,EA,SHOP FLOOR,2025-04-25,102,PO-0000031,,ZOJF67,REQUIRES REAPPROVAL,URGENT,2025-07-25,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000522 for 124 ITEM-00283s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-04-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000553,900605,ITEM-00109,169,PK,INVENTORY,2025-06-30,102,PO-0000227,,32HFDX,APPROVED,URGENT,2025-09-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000553 for 169 ITEM-00109s from WH 102 Status: APPROVED. Need-by: 2025-06-30. Delay: no delay. Destination: INVENTORY.,
REQ-0000426,900606,ITEM-00084,88,BX,INVENTORY,2025-05-15,301,,SO-0000004,GDQNBW,APPROVED,LOW,2025-09-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000426 for 88 ITEM-00084s from WH 301 Status: APPROVED. Need-by: 2025-05-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000241,900607,ITEM-00207,172,CT,SHOP FLOOR,2025-07-25,103,PO-0000246,,TOWAJY,APPROVED,LOW,2025-09-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000241 for 172 ITEM-00207s from WH 103 Status: APPROVED. Need-by: 2025-07-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000689,900608,ITEM-00228,69,BX,SHOP FLOOR,2025-04-29,101,,SO-0000138,M2ME8A,IN PROCESS,LOW,2025-10-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000689 for 69 ITEM-00228s from WH 101 Status: IN PROCESS. Need-by: 2025-04-29. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000010,900609,ITEM-00025,74,PK,SHOP FLOOR,2025-04-25,301,,SO-0000031,3JSYNU,APPROVED,URGENT,2025-08-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000010 for 74 ITEM-00025s from WH 301 Status: APPROVED. Need-by: 2025-04-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000187,900610,ITEM-00262,2,PK,INVENTORY,2025-08-16,201,PO-0000238,,45OAZG,APPROVED,STD,2025-07-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000187 for 2 ITEM-00262s from WH 201 Status: APPROVED. Need-by: 2025-08-16. Delay: no delay. Destination: INVENTORY.,
REQ-0000083,900611,ITEM-00013,50,EA,INVENTORY,2025-04-25,102,PO-0000253,,MCHNSU,REQUIRES REAPPROVAL,STD,2025-08-30,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000083 for 50 ITEM-00013s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-04-25. Delay: no delay. Destination: INVENTORY.,
REQ-0000448,900612,ITEM-00241,155,CT,INVENTORY,2025-08-02,201,,SO-0000064,O4WHC1,REQUIRES REAPPROVAL,STD,2025-10-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000448 for 155 ITEM-00241s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000153,900613,ITEM-00251,11,BX,EXPENSE,2025-05-08,301,,SO-0000121,TH79IG,IN PROCESS,LOW,2025-09-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000153 for 11 ITEM-00251s from WH 301 Status: IN PROCESS. Need-by: 2025-05-08. Delay: no delay. Destination: EXPENSE.,
REQ-0000652,900614,ITEM-00206,98,CT,EXPENSE,2025-10-17,201,PO-0000037,,YLMZIQ,REJECTED,STD,2025-09-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000652 for 98 ITEM-00206s from WH 201 Status: REJECTED. Need-by: 2025-10-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000340,900615,ITEM-00265,18,BX,EXPENSE,2025-06-11,201,PO-0000067,,HJ69SB,REJECTED,URGENT,2025-06-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000340 for 18 ITEM-00265s from WH 201 Status: REJECTED. Need-by: 2025-06-11. Delay: no delay. Destination: EXPENSE.,
REQ-0000299,900616,ITEM-00015,174,CT,SHOP FLOOR,2025-08-23,301,,SO-0000028,ZKIEKU,APPROVED,URGENT,2025-10-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000299 for 174 ITEM-00015s from WH 301 Status: APPROVED. Need-by: 2025-08-23. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000232,900617,ITEM-00061,43,PK,INVENTORY,2025-06-15,201,PO-0000122,,CODKZH,IN PROCESS,LOW,2025-07-05,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000232 for 43 ITEM-00061s from WH 201 Status: IN PROCESS. Need-by: 2025-06-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000100,900618,ITEM-00139,34,PK,EXPENSE,2025-09-24,201,PO-0000243,,08SFTI,REQUIRES REAPPROVAL,LOW,2025-09-14,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000100 for 34 ITEM-00139s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-24. Delay: no delay. Destination: EXPENSE.,
REQ-0000491,900619,ITEM-00192,86,CT,INVENTORY,2025-09-23,102,,SO-0000091,BSDVH4,APPROVED,LOW,2025-10-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000491 for 86 ITEM-00192s from WH 102 Status: APPROVED. Need-by: 2025-09-23. Delay: no delay. Destination: INVENTORY.,
REQ-0000024,900620,ITEM-00148,101,EA,SHOP FLOOR,2025-08-30,103,,SO-0000137,RVLTPE,REQUIRES REAPPROVAL,URGENT,2025-07-28,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000024 for 101 ITEM-00148s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000365,900621,ITEM-00136,56,PK,EXPENSE,2025-09-03,301,PO-0000258,,NCYRVX,IN PROCESS,URGENT,2025-08-23,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000365 for 56 ITEM-00136s from WH 301 Status: IN PROCESS. Need-by: 2025-09-03. Delay: no delay. Destination: EXPENSE.,
REQ-0000007,900622,ITEM-00296,25,EA,EXPENSE,2025-04-22,301,,SO-0000127,JZ64QP,REJECTED,STD,2025-10-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000007 for 25 ITEM-00296s from WH 301 Status: REJECTED. Need-by: 2025-04-22. Delay: no delay. Destination: EXPENSE.,
REQ-0000562,900623,ITEM-00223,53,PK,INVENTORY,2025-06-29,101,PO-0000064,,H0HNJK,IN PROCESS,STD,2025-07-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000562 for 53 ITEM-00223s from WH 101 Status: IN PROCESS. Need-by: 2025-06-29. Delay: no delay. Destination: INVENTORY.,
REQ-0000135,900624,ITEM-00083,76,PK,SHOP FLOOR,2025-08-26,301,PO-0000092,,XL3KZU,REQUIRES REAPPROVAL,STD,2025-09-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000135 for 76 ITEM-00083s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-26. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000674,900625,ITEM-00257,155,CT,EXPENSE,2025-05-02,102,PO-0000108,,IHOC6T,REJECTED,URGENT,2025-09-06,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000674 for 155 ITEM-00257s from WH 102 Status: REJECTED. Need-by: 2025-05-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000588,900626,ITEM-00151,11,BX,EXPENSE,2025-10-14,103,,SO-0000053,SZ8TPL,IN PROCESS,STD,2025-06-28,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000588 for 11 ITEM-00151s from WH 103 Status: IN PROCESS. Need-by: 2025-10-14. Delay: no delay. Destination: EXPENSE.,
REQ-0000638,900627,ITEM-00033,160,BX,INVENTORY,2025-05-24,103,,SO-0000145,XQZX9F,REQUIRES REAPPROVAL,URGENT,2025-07-25,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000638 for 160 ITEM-00033s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-24. Delay: no delay. Destination: INVENTORY.,
REQ-0000388,900628,ITEM-00217,96,BX,EXPENSE,2025-09-28,103,PO-0000188,,QL85G3,APPROVED,URGENT,2025-10-05,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000388 for 96 ITEM-00217s from WH 103 Status: APPROVED. Need-by: 2025-09-28. Delay: no delay. Destination: EXPENSE.,
REQ-0000090,900629,ITEM-00056,27,PK,SHOP FLOOR,2025-06-23,101,,SO-0000049,5ZYLZT,APPROVED,URGENT,2025-10-01,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000090 for 27 ITEM-00056s from WH 101 Status: APPROVED. Need-by: 2025-06-23. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000265,900630,ITEM-00171,167,PK,INVENTORY,2025-06-17,102,PO-0000028,,2L7GS9,IN PROCESS,LOW,2025-09-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000265 for 167 ITEM-00171s from WH 102 Status: IN PROCESS. Need-by: 2025-06-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000071,900631,ITEM-00174,147,BX,SHOP FLOOR,2025-10-14,201,PO-0000257,,D7LR13,REJECTED,STD,2025-09-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000071 for 147 ITEM-00174s from WH 201 Status: REJECTED. Need-by: 2025-10-14. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000607,900632,ITEM-00165,178,EA,EXPENSE,2025-05-20,201,PO-0000174,,M07SZV,APPROVED,URGENT,2025-07-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000607 for 178 ITEM-00165s from WH 201 Status: APPROVED. Need-by: 2025-05-20. Delay: no delay. Destination: EXPENSE.,
REQ-0000580,900633,ITEM-00144,198,BX,SHOP FLOOR,2025-05-27,101,PO-0000157,,ZFCQTP,REQUIRES REAPPROVAL,URGENT,2025-07-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000580 for 198 ITEM-00144s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-27. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000564,900634,ITEM-00210,142,BX,INVENTORY,2025-05-20,201,PO-0000184,,1C209V,REJECTED,STD,2025-08-14,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000564 for 142 ITEM-00210s from WH 201 Status: REJECTED. Need-by: 2025-05-20. Delay: no delay. Destination: INVENTORY.,
REQ-0000117,900635,ITEM-00124,170,PK,EXPENSE,2025-08-04,103,,SO-0000069,4V2QQ2,REJECTED,URGENT,2025-09-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000117 for 170 ITEM-00124s from WH 103 Status: REJECTED. Need-by: 2025-08-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000121,900636,ITEM-00128,5,CT,EXPENSE,2025-10-06,103,PO-0000200,,Q05H23,IN PROCESS,LOW,2025-08-11,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000121 for 5 ITEM-00128s from WH 103 Status: IN PROCESS. Need-by: 2025-10-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000679,900637,ITEM-00106,172,EA,EXPENSE,2025-08-20,103,PO-0000251,,BTBJ6B,REQUIRES REAPPROVAL,URGENT,2025-07-14,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000679 for 172 ITEM-00106s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-20. Delay: no delay. Destination: EXPENSE.,
REQ-0000626,900638,ITEM-00254,153,BX,INVENTORY,2025-07-02,102,PO-0000237,,TSVQO1,REQUIRES REAPPROVAL,URGENT,2025-10-05,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000626 for 153 ITEM-00254s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000624,900639,ITEM-00126,106,PK,SHOP FLOOR,2025-05-11,102,,SO-0000114,PSM3QZ,REJECTED,URGENT,2025-10-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000624 for 106 ITEM-00126s from WH 102 Status: REJECTED. Need-by: 2025-05-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000594,900640,ITEM-00161,104,CT,EXPENSE,2025-08-16,102,PO-0000239,,RZEWAM,REJECTED,STD,2025-07-24,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000594 for 104 ITEM-00161s from WH 102 Status: REJECTED. Need-by: 2025-08-16. Delay: no delay. Destination: EXPENSE.,
REQ-0000393,900641,ITEM-00220,153,PK,EXPENSE,2025-09-05,102,PO-0000154,,W3U6HL,REJECTED,STD,2025-10-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000393 for 153 ITEM-00220s from WH 102 Status: REJECTED. Need-by: 2025-09-05. Delay: no delay. Destination: EXPENSE.,
REQ-0000542,900642,ITEM-00204,102,CT,SHOP FLOOR,2025-06-18,103,PO-0000180,,CAW58K,APPROVED,URGENT,2025-07-17,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000542 for 102 ITEM-00204s from WH 103 Status: APPROVED. Need-by: 2025-06-18. Delay: no delay. Destination: SHOP FLOOR.,
