po_number,line_location_id,line_num,item,uom,organization_id,ordered_qty,received_qty,promised_date,need_by_date,last_receipt_date,accepted_qty,rejected_qty,buyer_user_id,vendor_name,po_status,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
PO-0000108,600458,2,ITEM-00202,PK,201,96,97,2025-10-28,2025-10-15,2025-10-10,96,1,JK15C3,Acme Parts,REJECTED,2025-09-28,0.0,Procurement,,PO PO-0000108 for 96 ITEM-00202s from Acme Parts to WH 201. Status: REJECTED. ETA: 2025-10-15. Delay: no delay.,
PO-0000231,600459,3,ITEM-00006,EA,102,78,80,2025-10-04,2025-06-05,2025-10-17,78,2,SMADE0,Umbrella,IN PROCESS,2025-09-09,134.0,Procurement,,PO PO-0000231 for 78 ITEM-00006s from Umbrella to WH 102. Status: IN PROCESS. ETA: 2025-06-05. Delay: 134 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000191,600460,4,ITEM-00168,EA,301,157,156,2025-11-06,2025-06-19,2025-10-07,156,0,P4746Y,Contoso Supply,IN PROCESS,2025-07-04,121.0,Procurement,,PO PO-0000191 for 157 ITEM-00168s from Contoso Supply to WH 301. Status: IN PROCESS. ETA: 2025-06-19. Delay: 121 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000084,600461,7,ITEM-00070,EA,102,14,17,2025-10-24,2025-06-11,2025-09-23,14,3,MT7A9U,Wayne Industrial,REJECTED,2025-09-21,104.0,Procurement,,PO PO-0000084 for 14 ITEM-00070s from Wayne Industrial to WH 102. Status: REJECTED. ETA: 2025-06-11. Delay: 104 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000149,600462,2,ITEM-00033,PK,201,9,9,2025-07-12,2025-09-07,2025-09-22,9,0,FIJMNK,Contoso Supply,IN PROCESS,2025-06-27,15.0,Procurement,,PO PO-0000149 for 9 ITEM-00033s from Contoso Supply to WH 201. Status: IN PROCESS. ETA: 2025-09-07. Delay: 15 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000210,600463,4,ITEM-00054,BX,102,25,28,2025-11-10,2025-09-19,2025-10-10,25,3,XVKSUQ,Globex Ltd,APPROVED,2025-09-26,21.0,Procurement,,PO PO-0000210 for 25 ITEM-00054s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-09-19. Delay: 21 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000240,600464,9,ITEM-00150,CT,103,180,180,2025-08-29,2025-08-13,2025-09-07,180,0,UK07VC,Contoso Supply,REJECTED,2025-08-15,25.0,Procurement,,PO PO-0000240 for 180 ITEM-00150s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-08-13. Delay: 25 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000229,600465,1,ITEM-00296,CT,103,193,195,2025-11-03,2025-05-07,2025-08-25,193,2,RR1O8P,Contoso Supply,IN PROCESS,2025-09-11,110.0,Procurement,,PO PO-0000229 for 193 ITEM-00296s from Contoso Supply to WH 103. Status: IN PROCESS. ETA: 2025-05-07. Delay: 110 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000107,600466,8,ITEM-00207,PK,103,143,145,2025-10-30,2025-08-07,2025-09-01,143,2,GRL4NC,Globex Ltd,REJECTED,2025-07-12,25.0,Procurement,,PO PO-0000107 for 143 ITEM-00207s from Globex Ltd to WH 103. Status: REJECTED. ETA: 2025-08-07. Delay: 25 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000015,600467,7,ITEM-00250,EA,301,142,146,2025-09-18,2025-10-07,2025-10-16,142,4,9IABOK,Wayne Industrial,APPROVED,2025-08-31,9.0,Procurement,,PO PO-0000015 for 142 ITEM-00250s from Wayne Industrial to WH 301. Status: APPROVED. ETA: 2025-10-07. Delay: 9 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000117,600468,8,ITEM-00092,EA,102,9,6,2025-11-07,2025-05-01,2025-09-01,6,0,EXYW52,Initech,APPROVED,2025-08-05,170.0,Procurement,,PO PO-0000117 for 9 ITEM-00092s from Initech to WH 102. Status: APPROVED. ETA: 2025-05-01. Delay: 170 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000187,600469,6,ITEM-00039,BX,301,26,26,2025-10-17,2025-10-11,2025-10-12,26,0,4E8Z5X,Contoso Supply,REJECTED,2025-07-07,1.0,Procurement,,PO PO-0000187 for 26 ITEM-00039s from Contoso Supply to WH 301. Status: REJECTED. ETA: 2025-10-11. Delay: 1 day.,
PO-0000254,600470,3,ITEM-00262,PK,201,58,57,2025-10-22,2025-10-04,2025-08-30,57,0,I2TN56,Globex Ltd,REQUIRES REAPPROVAL,2025-06-24,14.0,Procurement,,PO PO-0000254 for 58 ITEM-00262s from Globex Ltd to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-10-04. Delay: 14 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000165,600471,7,ITEM-00277,CT,101,7,2,2025-10-02,2025-05-22,2025-09-28,2,0,ETFF08,Wayne Industrial,APPROVED,2025-08-30,149.0,Procurement,,PO PO-0000165 for 7 ITEM-00277s from Wayne Industrial to WH 101. Status: APPROVED. ETA: 2025-05-22. Delay: 149 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000146,600472,9,ITEM-00189,EA,101,172,172,2025-09-04,2025-08-14,2025-09-09,172,0,K2HN0Y,Umbrella,IN PROCESS,2025-08-18,26.0,Procurement,,PO PO-0000146 for 172 ITEM-00189s from Umbrella to WH 101. Status: IN PROCESS. ETA: 2025-08-14. Delay: 26 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000208,600473,6,ITEM-00039,CT,301,99,99,2025-10-24,2025-06-09,2025-08-20,99,0,4YICUB,Initech,APPROVED,2025-07-26,72.0,Procurement,,PO PO-0000208 for 99 ITEM-00039s from Initech to WH 301. Status: APPROVED. ETA: 2025-06-09. Delay: 72 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000147,600474,8,ITEM-00041,CT,201,32,31,2025-11-09,2025-08-12,2025-10-13,31,0,G4PG3Z,Acme Parts,REJECTED,2025-08-08,67.0,Procurement,,PO PO-0000147 for 32 ITEM-00041s from Acme Parts to WH 201. Status: REJECTED. ETA: 2025-08-12. Delay: 67 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000194,600475,2,ITEM-00026,EA,101,159,159,2025-09-19,2025-08-18,2025-09-03,159,0,JOXKCW,Stark Logistics,REJECTED,2025-09-01,16.0,Procurement,,PO PO-0000194 for 159 ITEM-00026s from Stark Logistics to WH 101. Status: REJECTED. ETA: 2025-08-18. Delay: 16 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000142,600476,3,ITEM-00199,PK,301,55,51,2025-07-02,2025-05-05,2025-09-06,51,0,4BJQRO,Initech,APPROVED,2025-09-24,166.0,Procurement,,PO PO-0000142 for 55 ITEM-00199s from Initech to WH 301. Status: APPROVED. ETA: 2025-05-05. Delay: 166 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000169,600477,5,ITEM-00215,CT,102,114,109,2025-08-25,2025-08-27,2025-10-14,109,0,44BH9T,Initech,REJECTED,2025-06-26,52.0,Procurement,,PO PO-0000169 for 114 ITEM-00215s from Initech to WH 102. Status: REJECTED. ETA: 2025-08-27. Delay: 52 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000251,600478,6,ITEM-00047,CT,101,120,118,2025-10-10,2025-05-28,2025-09-09,118,0,VS5ASU,Wayne Industrial,REJECTED,2025-08-28,143.0,Procurement,,PO PO-0000251 for 120 ITEM-00047s from Wayne Industrial to WH 101. Status: REJECTED. ETA: 2025-05-28. Delay: 143 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000130,600479,1,ITEM-00219,PK,102,123,126,2025-09-06,2025-05-26,2025-09-16,123,3,KD59EV,Contoso Supply,APPROVED,2025-07-03,113.0,Procurement,,PO PO-0000130 for 123 ITEM-00219s from Contoso Supply to WH 102. Status: APPROVED. ETA: 2025-05-26. Delay: 113 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000029,600480,4,ITEM-00176,BX,301,147,148,2025-10-23,2025-06-05,2025-08-25,147,1,FHZBDV,Globex Ltd,IN PROCESS,2025-08-19,81.0,Procurement,,PO PO-0000029 for 147 ITEM-00176s from Globex Ltd to WH 301. Status: IN PROCESS. ETA: 2025-06-05. Delay: 81 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000265,600481,4,ITEM-00266,CT,102,36,34,2025-07-24,2025-09-19,2025-09-20,34,0,C09OM4,Umbrella,APPROVED,2025-08-12,29.0,Procurement,,PO PO-0000265 for 36 ITEM-00266s from Umbrella to WH 102. Status: APPROVED. ETA: 2025-09-19. Delay: 29 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000089,600482,7,ITEM-00262,EA,301,96,98,2025-07-08,2025-10-18,2025-09-10,96,2,QRPPBL,Contoso Supply,IN PROCESS,2025-08-10,0.0,Procurement,,PO PO-0000089 for 96 ITEM-00262s from Contoso Supply to WH 301. Status: IN PROCESS. ETA: 2025-10-18. Delay: no delay.,
PO-0000170,600483,4,ITEM-00190,BX,301,91,93,2025-07-21,2025-07-27,2025-10-04,91,2,PHUEPE,Contoso Supply,REQUIRES REAPPROVAL,2025-09-05,69.0,Procurement,,PO PO-0000170 for 91 ITEM-00190s from Contoso Supply to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-07-27. Delay: 69 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000247,600484,9,ITEM-00269,BX,102,63,64,2025-10-30,2025-07-12,2025-09-11,63,1,XIA2MN,Stark Logistics,APPROVED,2025-09-23,61.0,Procurement,,PO PO-0000247 for 63 ITEM-00269s from Stark Logistics to WH 102. Status: APPROVED. ETA: 2025-07-12. Delay: 61 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000125,600485,2,ITEM-00250,PK,201,16,12,2025-08-17,2025-09-23,2025-08-24,12,0,YZ0KHV,Stark Logistics,REJECTED,2025-09-08,25.0,Procurement,,PO PO-0000125 for 16 ITEM-00250s from Stark Logistics to WH 201. Status: REJECTED. ETA: 2025-09-23. Delay: 25 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000028,600486,9,ITEM-00164,CT,101,98,102,2025-08-16,2025-10-07,2025-09-09,98,4,K6TSFC,Contoso Supply,REJECTED,2025-06-24,0.0,Procurement,,PO PO-0000028 for 98 ITEM-00164s from Contoso Supply to WH 101. Status: REJECTED. ETA: 2025-10-07. Delay: no delay.,
PO-0000138,600487,5,ITEM-00168,BX,201,27,23,2025-11-10,2025-06-02,2025-09-11,23,0,IEQACT,Stark Logistics,REJECTED,2025-09-01,138.0,Procurement,,PO PO-0000138 for 27 ITEM-00168s from Stark Logistics to WH 201. Status: REJECTED. ETA: 2025-06-02. Delay: 138 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000160,600488,2,ITEM-00185,BX,301,23,21,2025-08-15,2025-10-12,2025-09-13,21,0,4CIPXD,Contoso Supply,REJECTED,2025-08-29,6.0,Procurement,,PO PO-0000160 for 23 ITEM-00185s from Contoso Supply to WH 301. Status: REJECTED. ETA: 2025-10-12. Delay: 6 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000263,600489,4,ITEM-00020,EA,103,19,22,2025-10-06,2025-06-10,2025-10-16,19,3,1YJE99,Umbrella,REQUIRES REAPPROVAL,2025-08-05,128.0,Procurement,,PO PO-0000263 for 19 ITEM-00020s from Umbrella to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-06-10. Delay: 128 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000159,600490,6,ITEM-00043,PK,101,129,124,2025-09-03,2025-10-07,2025-10-03,124,0,C1JR2Y,Globex Ltd,REQUIRES REAPPROVAL,2025-09-24,11.0,Procurement,,PO PO-0000159 for 129 ITEM-00043s from Globex Ltd to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-10-07. Delay: 11 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000152,600491,6,ITEM-00167,BX,103,13,10,2025-10-06,2025-08-03,2025-09-09,10,0,MAB9RJ,Globex Ltd,IN PROCESS,2025-08-15,76.0,Procurement,,PO PO-0000152 for 13 ITEM-00167s from Globex Ltd to WH 103. Status: IN PROCESS. ETA: 2025-08-03. Delay: 76 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000264,600492,3,ITEM-00293,BX,103,180,184,2025-09-05,2025-09-02,2025-09-20,180,4,75II94,Stark Logistics,APPROVED,2025-07-18,18.0,Procurement,,PO PO-0000264 for 180 ITEM-00293s from Stark Logistics to WH 103. Status: APPROVED. ETA: 2025-09-02. Delay: 18 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000067,600493,9,ITEM-00116,BX,301,130,126,2025-08-15,2025-06-19,2025-10-01,126,0,NJ5HFI,Wayne Industrial,REQUIRES REAPPROVAL,2025-08-06,121.0,Procurement,,PO PO-0000067 for 130 ITEM-00116s from Wayne Industrial to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-06-19. Delay: 121 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000079,600494,5,ITEM-00070,EA,301,55,56,2025-08-08,2025-05-16,2025-08-26,55,1,U1HHCY,Umbrella,IN PROCESS,2025-08-08,102.0,Procurement,,PO PO-0000079 for 55 ITEM-00070s from Umbrella to WH 301. Status: IN PROCESS. ETA: 2025-05-16. Delay: 102 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000119,600495,8,ITEM-00241,BX,101,167,171,2025-10-30,2025-05-01,2025-08-20,167,4,9TWRVZ,Contoso Supply,REJECTED,2025-07-03,111.0,Procurement,,PO PO-0000119 for 167 ITEM-00241s from Contoso Supply to WH 101. Status: REJECTED. ETA: 2025-05-01. Delay: 111 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000231,600496,7,ITEM-00128,PK,103,7,6,2025-10-20,2025-05-30,2025-09-22,6,0,SMADE0,Umbrella,IN PROCESS,2025-09-09,141.0,Procurement,,PO PO-0000231 for 7 ITEM-00128s from Umbrella to WH 103. Status: IN PROCESS. ETA: 2025-05-30. Delay: 141 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000066,600497,4,ITEM-00128,EA,103,2,5,2025-09-24,2025-08-25,2025-10-10,2,3,415MDD,Stark Logistics,REQUIRES REAPPROVAL,2025-09-23,46.0,Procurement,,PO PO-0000066 for 2 ITEM-00128s from Stark Logistics to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-08-25. Delay: 46 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000190,600498,9,ITEM-00252,EA,102,144,147,2025-07-16,2025-10-12,2025-08-26,144,3,DLYA8Z,Contoso Supply,REQUIRES REAPPROVAL,2025-09-08,0.0,Procurement,,PO PO-0000190 for 144 ITEM-00252s from Contoso Supply to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-10-12. Delay: no delay.,
PO-0000190,600499,7,ITEM-00249,CT,103,113,108,2025-09-06,2025-10-15,2025-09-25,108,0,DLYA8Z,Contoso Supply,REQUIRES REAPPROVAL,2025-09-08,3.0,Procurement,,PO PO-0000190 for 113 ITEM-00249s from Contoso Supply to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-10-15. Delay: 3 days.,
PO-0000142,600500,4,ITEM-00175,BX,103,21,20,2025-08-30,2025-07-08,2025-09-04,20,0,4BJQRO,Initech,APPROVED,2025-09-24,102.0,Procurement,,PO PO-0000142 for 21 ITEM-00175s from Initech to WH 103. Status: APPROVED. ETA: 2025-07-08. Delay: 102 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000093,600501,8,ITEM-00073,CT,103,124,126,2025-10-31,2025-08-02,2025-09-27,124,2,3WCCI2,Wayne Industrial,REQUIRES REAPPROVAL,2025-10-16,56.0,Procurement,,PO PO-0000093 for 124 ITEM-00073s from Wayne Industrial to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-08-02. Delay: 56 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000221,600502,1,ITEM-00014,CT,103,184,186,2025-07-18,2025-09-07,2025-10-11,184,2,YA8DYU,Globex Ltd,REQUIRES REAPPROVAL,2025-09-05,34.0,Procurement,,PO PO-0000221 for 184 ITEM-00014s from Globex Ltd to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-09-07. Delay: 34 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000046,600503,4,ITEM-00271,CT,102,101,97,2025-07-13,2025-06-21,2025-09-13,97,0,YHYJKC,Initech,IN PROCESS,2025-10-14,119.0,Procurement,,PO PO-0000046 for 101 ITEM-00271s from Initech to WH 102. Status: IN PROCESS. ETA: 2025-06-21. Delay: 119 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000211,600504,5,ITEM-00196,CT,201,1,0,2025-08-12,2025-07-12,2025-08-21,0,0,MOPVSP,Contoso Supply,REQUIRES REAPPROVAL,2025-07-18,98.0,Procurement,,PO PO-0000211 for 1 ITEM-00196 from Contoso Supply to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-07-12. Delay: 98 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000019,600505,1,ITEM-00066,BX,103,175,172,2025-10-28,2025-07-20,2025-09-03,172,0,YOU007,Stark Logistics,IN PROCESS,2025-06-20,90.0,Procurement,,PO PO-0000019 for 175 ITEM-00066s from Stark Logistics to WH 103. Status: IN PROCESS. ETA: 2025-07-20. Delay: 90 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000176,600506,6,ITEM-00210,CT,102,111,115,2025-08-07,2025-06-13,2025-09-22,111,4,2X92WY,Globex Ltd,REQUIRES REAPPROVAL,2025-07-17,101.0,Procurement,,PO PO-0000176 for 111 ITEM-00210s from Globex Ltd to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-06-13. Delay: 101 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000114,600507,3,ITEM-00114,PK,201,132,134,2025-08-27,2025-07-17,2025-08-31,132,2,HS3Z95,Umbrella,REJECTED,2025-08-17,45.0,Procurement,,PO PO-0000114 for 132 ITEM-00114s from Umbrella to WH 201. Status: REJECTED. ETA: 2025-07-17. Delay: 45 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000222,600508,8,ITEM-00155,BX,103,91,93,2025-07-06,2025-05-09,2025-10-15,91,2,A7HVK9,Wayne Industrial,IN PROCESS,2025-07-19,159.0,Procurement,,PO PO-0000222 for 91 ITEM-00155s from Wayne Industrial to WH 103. Status: IN PROCESS. ETA: 2025-05-09. Delay: 159 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000232,600509,9,ITEM-00176,CT,102,98,96,2025-07-07,2025-06-03,2025-09-10,96,0,3GUTM3,Wayne Industrial,APPROVED,2025-08-06,137.0,Procurement,,PO PO-0000232 for 98 ITEM-00176s from Wayne Industrial to WH 102. Status: APPROVED. ETA: 2025-06-03. Delay: 137 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000251,600510,1,ITEM-00077,CT,102,170,166,2025-09-20,2025-05-27,2025-09-01,166,0,VS5ASU,Wayne Industrial,REJECTED,2025-08-28,144.0,Procurement,,PO PO-0000251 for 170 ITEM-00077s from Wayne Industrial to WH 102. Status: REJECTED. ETA: 2025-05-27. Delay: 144 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000132,600511,1,ITEM-00072,BX,102,111,106,2025-07-20,2025-07-03,2025-09-09,106,0,DNAIAO,Stark Logistics,IN PROCESS,2025-07-26,107.0,Procurement,,PO PO-0000132 for 111 ITEM-00072s from Stark Logistics to WH 102. Status: IN PROCESS. ETA: 2025-07-03. Delay: 107 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000029,600512,1,ITEM-00203,EA,301,173,177,2025-08-27,2025-07-18,2025-09-05,173,4,FHZBDV,Globex Ltd,IN PROCESS,2025-08-19,49.0,Procurement,,PO PO-0000029 for 173 ITEM-00203s from Globex Ltd to WH 301. Status: IN PROCESS. ETA: 2025-07-18. Delay: 49 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000141,600513,2,ITEM-00242,EA,301,68,63,2025-09-18,2025-09-03,2025-08-22,63,0,6J7MSV,Initech,IN PROCESS,2025-09-10,45.0,Procurement,,PO PO-0000141 for 68 ITEM-00242s from Initech to WH 301. Status: IN PROCESS. ETA: 2025-09-03. Delay: 45 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000149,600514,9,ITEM-00171,EA,101,135,133,2025-09-24,2025-05-24,2025-09-26,133,0,FIJMNK,Contoso Supply,IN PROCESS,2025-06-27,147.0,Procurement,,PO PO-0000149 for 135 ITEM-00171s from Contoso Supply to WH 101. Status: IN PROCESS. ETA: 2025-05-24. Delay: 147 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000266,600515,8,ITEM-00133,EA,103,17,18,2025-09-22,2025-08-09,2025-10-08,17,1,1XNM9N,Wayne Industrial,IN PROCESS,2025-07-03,60.0,Procurement,,PO PO-0000266 for 17 ITEM-00133s from Wayne Industrial to WH 103. Status: IN PROCESS. ETA: 2025-08-09. Delay: 60 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000025,600516,9,ITEM-00016,PK,201,65,62,2025-08-15,2025-05-10,2025-08-27,62,0,VPZL0O,Wayne Industrial,REQUIRES REAPPROVAL,2025-07-02,161.0,Procurement,,PO PO-0000025 for 65 ITEM-00016s from Wayne Industrial to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-05-10. Delay: 161 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000061,600517,7,ITEM-00040,EA,301,36,32,2025-09-16,2025-10-03,2025-09-28,32,0,6VO1EH,Initech,REJECTED,2025-10-07,15.0,Procurement,,PO PO-0000061 for 36 ITEM-00040s from Initech to WH 301. Status: REJECTED. ETA: 2025-10-03. Delay: 15 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000245,600518,1,ITEM-00159,BX,201,51,55,2025-08-08,2025-10-09,2025-08-19,51,4,47X297,Acme Parts,APPROVED,2025-09-27,0.0,Procurement,,PO PO-0000245 for 51 ITEM-00159s from Acme Parts to WH 201. Status: APPROVED. ETA: 2025-10-09. Delay: no delay.,
PO-0000228,600519,6,ITEM-00069,BX,102,125,122,2025-10-12,2025-05-18,2025-09-12,122,0,U89DLS,Stark Logistics,APPROVED,2025-09-11,153.0,Procurement,,PO PO-0000228 for 125 ITEM-00069s from Stark Logistics to WH 102. Status: APPROVED. ETA: 2025-05-18. Delay: 153 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000065,600520,4,ITEM-00058,EA,103,74,70,2025-07-22,2025-04-29,2025-10-14,70,0,S1YBTC,Stark Logistics,IN PROCESS,2025-08-25,172.0,Procurement,,PO PO-0000065 for 74 ITEM-00058s from Stark Logistics to WH 103. Status: IN PROCESS. ETA: 2025-04-29. Delay: 172 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000167,600521,8,ITEM-00185,EA,101,52,47,2025-08-14,2025-05-10,2025-09-11,47,0,PQIOWZ,Acme Parts,APPROVED,2025-08-19,161.0,Procurement,,PO PO-0000167 for 52 ITEM-00185s from Acme Parts to WH 101. Status: APPROVED. ETA: 2025-05-10. Delay: 161 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000201,600522,5,ITEM-00052,EA,102,21,25,2025-08-21,2025-10-15,2025-08-29,21,4,WJ2NL5,Acme Parts,REJECTED,2025-10-14,0.0,Procurement,,PO PO-0000201 for 21 ITEM-00052s from Acme Parts to WH 102. Status: REJECTED. ETA: 2025-10-15. Delay: no delay.,
PO-0000046,600523,7,ITEM-00023,BX,101,141,142,2025-07-29,2025-10-14,2025-10-06,141,1,YHYJKC,Initech,IN PROCESS,2025-10-14,0.0,Procurement,,PO PO-0000046 for 141 ITEM-00023s from Initech to WH 101. Status: IN PROCESS. ETA: 2025-10-14. Delay: no delay.,
PO-0000145,600524,4,ITEM-00274,BX,102,157,159,2025-07-10,2025-10-16,2025-08-24,157,2,226CXX,Wayne Industrial,IN PROCESS,2025-07-08,0.0,Procurement,,PO PO-0000145 for 157 ITEM-00274s from Wayne Industrial to WH 102. Status: IN PROCESS. ETA: 2025-10-16. Delay: no delay.,
PO-0000048,600525,2,ITEM-00166,EA,301,129,133,2025-09-03,2025-08-19,2025-10-04,129,4,P1PYNF,Wayne Industrial,REJECTED,2025-07-05,46.0,Procurement,,PO PO-0000048 for 129 ITEM-00166s from Wayne Industrial to WH 301. Status: REJECTED. ETA: 2025-08-19. Delay: 46 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000175,600526,7,ITEM-00050,PK,301,104,102,2025-07-29,2025-07-21,2025-09-19,102,0,DGUHDL,Stark Logistics,REQUIRES REAPPROVAL,2025-09-01,89.0,Procurement,,PO PO-0000175 for 104 ITEM-00050s from Stark Logistics to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-07-21. Delay: 89 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000198,600527,4,ITEM-00114,EA,103,2,0,2025-09-03,2025-05-25,2025-09-26,0,0,0SZF87,Initech,REJECTED,2025-07-20,146.0,Procurement,,PO PO-0000198 for 2 ITEM-00114s from Initech to WH 103. Status: REJECTED. ETA: 2025-05-25. Delay: 146 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000102,600528,7,ITEM-00153,CT,301,140,140,2025-10-27,2025-05-26,2025-08-20,140,0,VO4VF0,Initech,APPROVED,2025-08-26,86.0,Procurement,,PO PO-0000102 for 140 ITEM-00153s from Initech to WH 301. Status: APPROVED. ETA: 2025-05-26. Delay: 86 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000058,600529,5,ITEM-00244,EA,201,10,11,2025-07-22,2025-09-03,2025-09-04,10,1,CVGT0R,Contoso Supply,APPROVED,2025-08-01,1.0,Procurement,,PO PO-0000058 for 10 ITEM-00244s from Contoso Supply to WH 201. Status: APPROVED. ETA: 2025-09-03. Delay: 1 day.,
PO-0000125,600530,6,ITEM-00131,CT,102,6,4,2025-10-02,2025-05-31,2025-09-19,4,0,YZ0KHV,Stark Logistics,REJECTED,2025-09-08,140.0,Procurement,,PO PO-0000125 for 6 ITEM-00131s from Stark Logistics to WH 102. Status: REJECTED. ETA: 2025-05-31. Delay: 140 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000204,600531,3,ITEM-00033,CT,102,174,176,2025-09-29,2025-08-08,2025-10-09,174,2,W7FGCJ,Initech,REQUIRES REAPPROVAL,2025-09-05,62.0,Procurement,,PO PO-0000204 for 174 ITEM-00033s from Initech to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-08-08. Delay: 62 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000043,600532,1,ITEM-00091,CT,102,10,7,2025-09-16,2025-08-11,2025-10-11,7,0,MJ8U8G,Initech,REQUIRES REAPPROVAL,2025-08-08,68.0,Procurement,,PO PO-0000043 for 10 ITEM-00091s from Initech to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-08-11. Delay: 68 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000180,600533,5,ITEM-00227,PK,103,147,145,2025-08-26,2025-09-01,2025-09-15,145,0,5LAIPY,Umbrella,REJECTED,2025-09-23,47.0,Procurement,,PO PO-0000180 for 147 ITEM-00227s from Umbrella to WH 103. Status: REJECTED. ETA: 2025-09-01. Delay: 47 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000054,600534,2,ITEM-00168,CT,103,84,79,2025-08-24,2025-07-22,2025-09-11,79,0,DRQDW4,Stark Logistics,APPROVED,2025-09-01,88.0,Procurement,,PO PO-0000054 for 84 ITEM-00168s from Stark Logistics to WH 103. Status: APPROVED. ETA: 2025-07-22. Delay: 88 days. SLA: SLA_BREACH.,SLA_BREACH
